code_com,filiere,lambert_x,lambert_y
29021,Chaufferie bois,"161266,00","6864311,00"
29021,Installation solaire photovoltaïque,"159865,00","6861559,00"
29021,Installation solaire photovoltaïque,"161266,15","6864210,85"
29024,Chaufferie bois,"212765,00","6817622,00"
29024,Incinérateur,"213612,95","6817076,15"
29024,Installation solaire photovoltaïque,"211751,00","6817650,00"
29024,Installation solaire photovoltaïque,"212806,00","6819304,00"
29024,Installation solaire photovoltaïque,"213364,80","6817029,00"
29024,Installation solaire photovoltaïque,"214258,00","6817712,00"
29024,Installation solaire photovoltaïque,"214582,00","6816277,00"
29025,Eolienne,"172578,64","6809070,00"
29025,Eolienne,"172863,64","6809035,50"
29025,Eolienne,"173080,94","6808912,00"
29025,Eolienne,"173281,95","6808749,00"
29025,Installation solaire photovoltaïque,"170549,35","6807036,50"
29026,Eolienne,"171614,42","6809878,50"
29026,Eolienne,"171902,03","6809605,50"
29026,Eolienne,"172129,90","6809363,00"
29026,Installation solaire photovoltaïque,"173012,00","6810724,00"
29026,Installation solaire photovoltaïque,"174677,00","6813230,00"
29026,Installation solaire photovoltaïque,"176960,00","6813896,00"
29026,Unité de méthanisation,"174677,49","6813130,19"
29026,Unité de méthanisation,"176713,87","6814649,75"
29027,Chaufferie bois,"193421,00","6809125,00"
29027,Chaufferie bois,"193421,00","6809325,00"
29027,Installation solaire photovoltaïque,"189816,00","6811383,00"
29027,Installation solaire photovoltaïque,"193420,85","6809225,10"
29027,Installation solaire photovoltaïque,"197232,00","6811700,00"
29028,Installation solaire photovoltaïque,"132012,00","6800130,00"
29028,Installation solaire photovoltaïque,"132012,00","6800330,00"
29028,Unité de méthanisation,"132001,84","6800224,72"
29029,Installation solaire photovoltaïque,"206132,00","6816272,00"
29029,Installation solaire photovoltaïque,"209393,00","6816838,00"
29030,Chaufferie bois,"175929,00","6863562,00"
29030,Chaufferie bois,"175929,05","6863461,60"
29030,Chaufferie bois,"176516,00","6862398,00"
29030,Installation fossile,"174267,97","6860191,62"
29030,Installation fossile,"174309,79","6860343,84"
29030,Installation fossile,"175298,68","6861620,65"
29030,Installation fossile,"176015,02","6861568,21"
29030,Installation fossile,"176180,68","6861653,90"
29030,Installation fossile,"176401,10","6862657,71"
29030,Installation fossile,"176401,91","6861913,25"
29030,Installation fossile,"176568,29","6862366,93"
29030,Installation solaire photovoltaïque,"173937,00","6860941,00"
29030,Installation solaire photovoltaïque,"174114,00","6866729,00"
29030,Installation solaire photovoltaïque,"174754,00","6865840,00"
29030,Installation solaire photovoltaïque,"175929,05","6863461,60"
29030,Installation solaire photovoltaïque,"176117,00","6861480,00"
29031,Chaufferie bois,"206962,00","6764972,00"
29034,Installation solaire photovoltaïque,"198437,30","6839086,00"
29034,Installation solaire photovoltaïque,"199350,00","6838819,00"
29036,Eolienne,"195533,30","6822625,00"
29036,Eolienne,"195704,03","6822372,50"
29036,Eolienne,"196018,89","6822259,50"
29036,Eolienne,"196307,90","6822222,50"
29038,Chaufferie bois,"184690,00","6835359,00"
29038,Installation solaire photovoltaïque,"184141,00","6834487,00"
29038,Installation solaire photovoltaïque,"184690,00","6835159,00"
29038,Installation solaire photovoltaïque,"184690,00","6835359,00"
29038,Installation solaire photovoltaïque,"184690,30","6835259,35"
29038,Installation solaire photovoltaïque,"185456,00","6835162,00"
29038,Installation solaire photovoltaïque,"186039,00","6837524,00"
29038,Installation solaire photovoltaïque,"187882,00","6833321,00"
29038,Unité de méthanisation,"185760,36","6833979,19"
29039,Chaufferie bois,"184560,00","6774343,00"
29039,Chaufferie bois,"185302,00","6777183,00"
29039,Incinérateur,"184121,94","6775955,36"
29039,Installation solaire photovoltaïque,"184981,00","6778912,00"
29039,Installation solaire photovoltaïque,"184999,15","6777832,45"
29039,Installation solaire photovoltaïque,"187262,00","6775033,00"
29042,Chaufferie bois,"144842,00","6820295,00"
29042,Chaufferie bois,"145132,00","6820421,00"
29042,Chaufferie bois,"148171,00","6820576,00"
29042,Chaufferie bois,"149152,00","6820578,00"
29042,Installation fossile,"143729,37","6826594,40"
29042,Installation solaire photovoltaïque,"141392,00","6817413,00"
29042,Installation solaire photovoltaïque,"141458,00","6818748,00"
29042,Installation solaire photovoltaïque,"145582,00","6819279,00"
29043,Chaufferie bois,"162928,00","6831336,00"
29044,Chaufferie bois,"167870,00","6814867,00"
29044,Eolienne,"171162,00","6812583,00"
29044,Eolienne,"171210,00","6812874,00"
29044,Eolienne,"171249,00","6812767,00"
29044,Eolienne,"171272,00","6812611,00"
29045,Chaufferie bois,"163317,00","6835735,00"
29045,Eolienne,"162965,30","6834799,50"
29045,Eolienne,"163149,60","6834782,50"
29045,Installation fossile,"162982,15","6834547,36"
29045,Installation fossile,"163215,14","6834682,57"
29045,Installation solaire photovoltaïque,"163205,00","6833711,00"
29045,Installation solaire photovoltaïque,"163317,00","6835735,00"
29045,Installation solaire photovoltaïque,"163972,00","6838731,00"
29045,Installation solaire photovoltaïque,"164374,00","6835927,00"
29045,Installation solaire photovoltaïque,"165472,00","6837589,00"
29046,Chaufferie bois,"155686,00","6801453,00"
29046,Installation solaire photovoltaïque,"152907,00","6799937,00"
29047,Installation solaire photovoltaïque,"155724,65","6851456,25"
29047,Unité de méthanisation,"156852,82","6849717,10"
29048,Chaufferie bois,"183741,00","6805050,00"
29048,Installation solaire photovoltaïque,"179232,00","6804216,00"
29048,Installation solaire photovoltaïque,"181909,00","6801155,00"
29048,Installation solaire photovoltaïque,"183741,00","6805050,00"
29048,Installation solaire photovoltaïque,"183962,00","6801151,00"
29049,Installation solaire photovoltaïque,"183121,00","6791400,00"
29049,Installation solaire photovoltaïque,"184320,00","6787335,00"
29051,Eolienne,"181066,19","6792070,00"
29051,Installation solaire photovoltaïque,"176857,00","6790085,00"
29051,Installation solaire photovoltaïque,"177911,90","6790878,95"
29053,Chaufferie bois,"168386,00","6823538,00"
29053,Installation solaire photovoltaïque,"171080,35","6824190,15"
29055,Installation solaire photovoltaïque,"158511,00","6854912,00"
29058,Eolienne,"175555,95","6759147,76"
29058,Installation solaire photovoltaïque,"175455,00","6773732,00"
29058,Installation solaire photovoltaïque,"176633,00","6777882,00"
29058,Installation solaire photovoltaïque,"177754,00","6777903,00"
29059,Chaufferie bois,"202541,00","6855160,00"
29059,Installation solaire photovoltaïque,"200026,00","6853437,00"
29061,Installation fossile,"147703,96","6843511,70"
29061,Installation fossile,"147871,06","6843364,52"
29061,Installation fossile,"147969,64","6843509,18"
29061,Installation fossile,"150937,13","6842940,25"
29061,Installation fossile,"150993,43","6843160,92"
29061,Installation solaire photovoltaïque,"148647,00","6840739,00"
29062,Chaufferie bois,"182513,00","6808765,00"
29062,Installation solaire photovoltaïque,"181356,00","6807049,00"
29062,Installation solaire photovoltaïque,"183230,00","6806833,00"
29063,Eolienne,"135997,00","6801013,00"
29063,Eolienne,"136279,00","6800921,00"
29063,Eolienne,"136552,00","6800832,00"
29063,Eolienne,"136570,00","6801069,00"
29063,Eolienne,"136812,41","6800756,34"
29063,Eolienne,"136882,00","6800999,00"
29063,Eolienne,"137152,00","6800935,00"
29063,Eolienne,"137434,00","6800972,00"
29063,Installation solaire photovoltaïque,"136258,00","6800639,00"
29064,Installation solaire photovoltaïque,"162608,00","6860176,00"
29065,Installation solaire photovoltaïque,"158769,00","6793540,00"
29065,Installation solaire photovoltaïque,"158769,00","6793740,00"
29066,Installation solaire photovoltaïque,"163506,00","6795421,00"
29066,Installation solaire photovoltaïque,"164797,00","6797305,00"
29066,Installation solaire photovoltaïque,"166669,00","6792936,00"
29067,Eolienne,"212752,00","6847702,00"
29067,Eolienne,"212855,00","6847597,00"
29068,Chaufferie bois,"182166,00","6846123,00"
29068,Chaufferie bois,"186802,00","6850542,00"
29068,Installation hydroélectrique,"189283,42","6855373,44"
29068,Installation solaire photovoltaïque,"185744,00","6848631,00"
29068,Installation solaire photovoltaïque,"185776,40","6850196,10"
29068,Installation solaire photovoltaïque,"186871,00","6849381,00"
29068,Installation solaire photovoltaïque,"187728,00","6853174,00"
29068,Installation solaire photovoltaïque,"188314,00","6853051,00"
29068,Unité de méthanisation,"185434,20","6846406,32"
29069,Chaufferie bois,"141276,00","6840065,00"
29069,Installation fossile,"140139,08","6840871,51"
29069,Installation fossile,"140188,98","6840939,32"
29069,Installation fossile,"140246,45","6840859,83"
29069,Installation fossile,"141019,78","6841906,12"
29069,Installation solaire photovoltaïque,"141276,35","6839964,65"
29069,Unité de méthanisation,"141521,43","6840058,04"
29070,Eolienne,"149932,00","6793578,00"
29070,Eolienne,"150031,00","6793468,00"
29070,Installation solaire photovoltaïque,"151145,00","6793554,00"
29071,Chaufferie bois,"221474,00","6779056,00"
29072,Installation solaire photovoltaïque,"154447,00","6769806,00"
29073,Chaufferie bois,"209431,00","6861244,00"
29073,Chaufferie bois,"209746,00","6861141,00"
29074,Installation solaire photovoltaïque,"182720,00","6845111,00"
29074,Installation solaire photovoltaïque,"184236,00","6844304,00"
29075,Chaufferie bois,"153110,00","6839774,00"
29075,Chaufferie bois,"153110,00","6839974,00"
29075,Chaufferie bois,"153675,00","6840327,00"
29075,Installation fossile,"151789,05","6839105,14"
29075,Installation fossile,"152073,53","6839276,43"
29075,Installation fossile,"152145,90","6839309,09"
29075,Installation fossile,"153015,61","6841698,81"
29075,Installation fossile,"153078,13","6841719,39"
29075,Installation fossile,"153140,63","6841783,10"
29075,Installation fossile,"153660,15","6840226,55"
29075,Installation fossile,"154359,40","6840308,16"
29075,Installation fossile,"155712,23","6842443,29"
29075,Installation fossile,"155779,81","6842361,26"
29075,Installation fossile,"156386,49","6837792,22"
29075,Installation solaire photovoltaïque,"150768,00","6838915,00"
29075,Installation solaire photovoltaïque,"151645,00","6838203,00"
29075,Installation solaire photovoltaïque,"151734,00","6839791,00"
29075,Installation solaire photovoltaïque,"154886,00","6839926,00"
29075,Installation solaire photovoltaïque,"155045,00","6839037,00"
29075,Installation solaire photovoltaïque,"156076,00","6842291,00"
29075,Installation solaire photovoltaïque,"156515,00","6841007,00"
29076,Installation fossile,"139658,51","6842129,43"
29076,Installation fossile,"139662,57","6842680,62"
29076,Installation fossile,"139715,14","6842058,44"
29076,Installation fossile,"140872,42","6842748,80"
29076,Installation fossile,"140893,80","6842574,93"
29076,Installation fossile,"141644,42","6843372,28"
29076,Installation fossile,"141825,56","6843319,68"
29076,Installation solaire photovoltaïque,"137901,00","6844171,00"
29076,Installation solaire photovoltaïque,"138076,00","6843772,00"
29076,Installation solaire photovoltaïque,"141470,00","6842694,00"
29076,Installation solaire photovoltaïque,"141470,00","6842894,00"
29076,Installation solaire photovoltaïque,"142004,00","6843203,00"
29076,Installation solaire photovoltaïque,"142004,00","6843403,00"
29076,Installation solaire photovoltaïque,"142806,00","6845673,00"
29076,Unité de méthanisation,"139112,51","6846256,34"
29077,Chaufferie bois,"155079,00","6862238,00"
29077,Installation fossile,"154562,21","6858964,79"
29077,Installation solaire photovoltaïque,"154375,00","6860659,00"
29077,Installation solaire photovoltaïque,"154740,00","6859368,00"
29077,Installation solaire photovoltaïque,"155079,00","6862238,00"
29077,Installation solaire photovoltaïque,"158181,00","6860930,00"
29078,Chaufferie bois,"178263,00","6828147,00"
29078,Installation solaire photovoltaïque,"176583,00","6829193,00"
29079,Installation fossile,"189004,32","6858656,71"
29079,Installation fossile,"189097,33","6858710,13"
29079,Installation solaire photovoltaïque,"188711,00","6860753,00"
29079,Installation solaire photovoltaïque,"190162,00","6860475,00"
29079,Unité de méthanisation,"188999,03","6857690,01"
29081,Installation hydroélectrique,"200889,09","6828518,40"
29083,Installation solaire photovoltaïque,"114662,00","6800315,00"
29086,Chaufferie bois,"167631,00","6832091,00"
29086,Installation solaire photovoltaïque,"167630,60","6831891,10"
29086,Installation solaire photovoltaïque,"167631,00","6831791,00"
29086,Installation solaire photovoltaïque,"167631,00","6831991,00"
29087,Installation solaire photovoltaïque,"159258,00","6797204,00"
29087,Installation solaire photovoltaïque,"159471,00","6797794,00"
29087,Installation solaire photovoltaïque,"161612,00","6796027,00"
29087,Unité de méthanisation,"160996,68","6795818,19"
29089,Chaufferie bois,"207343,00","6818675,00"
29089,Installation solaire photovoltaïque,"206815,00","6818179,00"
29091,Chaufferie bois,"157333,00","6863721,00"
29091,Installation fossile,"157397,55","6863770,58"
29093,Unité de méthanisation,"153921,74","6857911,49"
29093,Unité de méthanisation,"155828,82","6856275,95"
29095,Installation fossile,"154966,29","6843285,02"
29095,Installation fossile,"155114,31","6843378,45"
29097,Installation solaire photovoltaïque,"179280,00","6844647,00"
29098,Chaufferie bois,"126737,00","6845348,00"
29098,Chaufferie bois,"126737,20","6845147,50"
29099,Installation solaire photovoltaïque,"136216,00","6856503,00"
29101,Installation fossile,"142339,42","6858059,69"
29102,Installation solaire photovoltaïque,"198729,00","6814861,00"
29102,Installation solaire photovoltaïque,"200515,00","6817689,00"
29103,Chaufferie bois,"164089,00","6841471,00"
29103,Installation solaire photovoltaïque,"163435,55","6841265,15"
29103,Installation solaire photovoltaïque,"164694,00","6842365,00"
29105,Chaufferie bois,"197089,00","6856403,00"
29105,Installation fossile,"179314,25","6847409,50"
29105,Installation solaire photovoltaïque,"179007,00","6847838,00"
29105,Installation solaire photovoltaïque,"179199,15","6847409,50"
29105,Installation solaire photovoltaïque,"179566,00","6847217,00"
29106,Installation solaire photovoltaïque,"174716,00","6802411,00"
29108,Installation solaire photovoltaïque,"153801,75","6791850,75"
29108,Unité de méthanisation,"154425,02","6790222,81"
29109,Chaufferie bois,"130184,00","6852669,00"
29109,Installation fossile,"130617,91","6852472,07"
29109,Installation fossile,"130776,64","6852571,81"
29109,Installation solaire photovoltaïque,"128929,00","6853026,00"
29109,Installation solaire photovoltaïque,"129550,00","6854369,00"
29109,Unité de méthanisation,"130932,73","6853203,23"
29110,Unité de méthanisation,"184525,53","6796046,54"
29111,Installation solaire photovoltaïque,"168389,00","6855204,00"
29111,Installation solaire photovoltaïque,"169193,00","6854773,00"
29111,Unité de méthanisation,"170875,07","6853548,15"
29113,Chaufferie bois,"205644,00","6859464,00"
29113,Chaufferie bois,"205926,00","6859928,00"
29113,Chaufferie bois,"207226,00","6860279,00"
29113,Installation fossile,"207258,78","6860325,51"
29113,Installation solaire photovoltaïque,"204724,00","6859507,00"
29113,Installation solaire photovoltaïque,"205658,00","6856265,00"
29114,Eolienne,"207349,60","6845500,50"
29114,Eolienne,"207590,17","6845413,35"
29114,Eolienne,"207791,56","6844927,30"
29114,Eolienne,"207837,27","6844677,50"
29114,Eolienne,"207887,80","6844452,50"
29117,Installation solaire photovoltaïque,"147662,00","6855512,00"
29117,Installation solaire photovoltaïque,"147662,00","6855712,00"
29119,Chaufferie bois,"135559,00","6846443,00"
29119,Eolienne,"135610,00","6844810,00"
29119,Eolienne,"135693,00","6844636,00"
29119,Eolienne,"135772,00","6844461,00"
29119,Eolienne,"138245,00","6846800,00"
29119,Eolienne,"138368,00","6846602,00"
29122,Installation solaire photovoltaïque,"187365,00","6802575,00"
29122,Installation solaire photovoltaïque,"188442,00","6804659,00"
29122,Installation solaire photovoltaïque,"188742,00","6805965,00"
29122,Installation solaire photovoltaïque,"191994,90","6803688,60"
29123,Installation solaire photovoltaïque,"187181,00","6814117,00"
29123,Unité de méthanisation,"187382,44","6810060,77"
29124,Installation solaire photovoltaïque,"162440,00","6856075,00"
29125,Eolienne,"195469,16","6796760,12"
29125,Installation solaire photovoltaïque,"193826,00","6798464,00"
29126,Unité de méthanisation,"153908,11","6853924,27"
29126,Unité de méthanisation,"153981,92","6854020,52"
29128,Installation solaire photovoltaïque,"175420,00","6843015,00"
29128,Installation solaire photovoltaïque,"176427,00","6844574,00"
29128,Installation solaire photovoltaïque,"177139,00","6841755,00"
29128,Installation solaire photovoltaïque,"177139,00","6841955,00"
29128,Unité de méthanisation,"175929,04","6843094,69"
29130,Installation solaire photovoltaïque,"134095,35","6835187,95"
29130,Installation solaire photovoltaïque,"134410,00","6833902,00"
29130,Installation solaire photovoltaïque,"136052,00","6834846,00"
29130,Unité de méthanisation,"136198,81","6834596,63"
29131,Installation solaire photovoltaïque,"177448,40","6839264,00"
29131,Installation solaire photovoltaïque,"177535,00","6839414,00"
29131,Installation solaire photovoltaïque,"177621,60","6839264,00"
29133,Chaufferie bois,"211533,00","6862118,00"
29135,Installation solaire photovoltaïque,"162878,00","6772057,00"
29136,Installation solaire photovoltaïque,"216148,20","6778098,05"
29137,Chaufferie bois,"160237,50","6827996,00"
29139,Chaufferie bois,"178803,00","6824161,00"
29139,Chaufferie bois,"180822,00","6824467,00"
29139,Installation solaire photovoltaïque,"178803,10","6823961,20"
29140,Chaufferie bois,"158438,00","6836549,00"
29140,Installation fossile,"160973,34","6835268,47"
29140,Installation solaire photovoltaïque,"159334,35","6833730,05"
29141,Installation hydroélectrique,"196150,24","6825609,90"
29142,Installation solaire photovoltaïque,"178143,00","6810081,00"
29142,Installation solaire photovoltaïque,"178205,00","6809644,00"
29142,Installation solaire photovoltaïque,"179850,00","6812836,00"
29142,Unité de méthanisation,"178632,81","6813312,16"
29143,Eolienne,"149736,00","6793796,00"
29143,Eolienne,"149837,00","6793694,00"
29143,Installation solaire photovoltaïque,"147475,00","6794355,00"
29143,Installation solaire photovoltaïque,"147920,00","6795250,00"
29143,Installation solaire photovoltaïque,"148321,00","6796027,00"
29143,Installation solaire photovoltaïque,"150390,00","6796891,00"
29144,Chaufferie bois,"171327,00","6840535,00"
29145,Chaufferie bois,"147554,00","6798410,00"
29145,Installation solaire photovoltaïque,"147886,00","6800242,00"
29146,Eolienne,"188150,00","6783086,00"
29146,Eolienne,"188530,00","6783130,00"
29146,Eolienne,"188910,00","6783163,00"
29146,Installation fossile,"189516,80","6779461,97"
29146,Installation solaire photovoltaïque,"187161,00","6779902,00"
29146,Installation solaire photovoltaïque,"187971,00","6781103,00"
29146,Installation solaire photovoltaïque,"188344,00","6782737,00"
29146,Installation solaire photovoltaïque,"188930,00","6777154,00"
29146,Installation solaire photovoltaïque,"191618,00","6777506,00"
29147,Chaufferie bois,"208643,00","6776051,00"
29147,Chaufferie bois,"209207,00","6776391,00"
29147,Unité de méthanisation,"207966,61","6777835,49"
29148,Chaufferie bois,"182070,00","6857903,00"
29148,Installation fossile,"181927,15","6858514,48"
29148,Installation fossile,"182284,18","6858471,58"
29148,Installation fossile,"183209,39","6857828,25"
29148,Installation solaire photovoltaïque,"181339,00","6859041,00"
29148,Installation solaire photovoltaïque,"182070,40","6857803,05"
29148,Installation solaire photovoltaïque,"183441,00","6858199,00"
29148,Installation solaire photovoltaïque,"184511,00","6857222,00"
29150,Chaufferie bois,"202679,00","6766084,00"
29150,Installation solaire photovoltaïque,"204822,00","6764832,00"
29150,Installation solaire photovoltaïque,"207110,00","6766692,00"
29151,Chaufferie bois,"197700,00","6854545,00"
29151,Chaufferie bois,"197700,00","6854745,00"
29151,Installation fossile,"196799,30","6856723,79"
29151,Installation solaire photovoltaïque,"197496,00","6854123,00"
29152,Installation solaire photovoltaïque,"212898,00","6808574,00"
29153,Installation solaire photovoltaïque,"193306,00","6770374,00"
29153,Installation solaire photovoltaïque,"193422,60","6767197,25"
29155,Installation fossile,"102866,70","6848306,20"
29155,Installation hydroélectrique,"105262,00","6845644,00"
29155,Installation solaire photovoltaïque,"101307,00","6848862,00"
29158,Installation solaire photovoltaïque,"148952,00","6772540,00"
29159,Installation solaire photovoltaïque,"158647,00","6786178,00"
29160,Chaufferie bois,"149980,00","6844928,00"
29160,Installation fossile,"150196,35","6844825,61"
29160,Installation fossile,"150200,57","6844958,34"
29160,Installation solaire photovoltaïque,"151060,00","6847587,00"
29160,Installation solaire photovoltaïque,"151471,00","6847102,00"
29160,Installation solaire photovoltaïque,"151915,00","6847317,00"
29160,Installation solaire photovoltaïque,"152157,35","6848102,30"
29160,Installation solaire photovoltaïque,"154041,00","6848095,00"
29160,Unité de méthanisation,"153544,25","6848655,84"
29161,Installation solaire photovoltaïque,"175016,00","6781576,00"
29162,Chaufferie bois,"182522,00","6816251,00"
29162,Installation solaire photovoltaïque,"181691,00","6820292,00"
29162,Installation solaire photovoltaïque,"182521,65","6816150,65"
29162,Installation solaire photovoltaïque,"182670,00","6819835,00"
29162,Installation solaire photovoltaïque,"183892,00","6819762,00"
29162,Installation solaire photovoltaïque,"184332,00","6813907,00"
29162,Installation solaire photovoltaïque,"185221,00","6815695,00"
29162,Installation solaire photovoltaïque,"186819,00","6815823,00"
29162,Unité de méthanisation,"186819,38","6815723,39"
29163,Chaufferie bois,"198314,00","6841620,00"
29163,Chaufferie bois,"198314,00","6841820,00"
29163,Eolienne,"192073,00","6848792,00"
29163,Eolienne,"192125,00","6848593,00"
29163,Eolienne,"192334,00","6848856,00"
29163,Eolienne,"192349,00","6848595,00"
29163,Eolienne,"192355,00","6849060,00"
29163,Eolienne,"192504,00","6849321,00"
29163,Eolienne,"192602,00","6848870,00"
29163,Eolienne,"192633,00","6848626,00"
29163,Eolienne,"192867,00","6848816,00"
29163,Installation solaire photovoltaïque,"191803,00","6849375,00"
29163,Installation solaire photovoltaïque,"192721,00","6845120,00"
29163,Installation solaire photovoltaïque,"192721,00","6845320,00"
29163,Installation solaire photovoltaïque,"192721,20","6845219,85"
29163,Installation solaire photovoltaïque,"193054,00","6843778,00"
29163,Installation solaire photovoltaïque,"193054,00","6843978,00"
29165,Installation solaire photovoltaïque,"159402,00","6770266,00"
29167,Eolienne,"155487,02","6789325,00"
29167,Eolienne,"155698,80","6789208,00"
29167,Eolienne,"155834,61","6789459,50"
29167,Eolienne,"155901,38","6789043,00"
29167,Installation solaire photovoltaïque,"158263,10","6788712,20"
29169,Installation solaire photovoltaïque,"164079,00","6800891,00"
29169,Installation solaire photovoltaïque,"166392,15","6798261,35"
29169,Installation solaire photovoltaïque,"169523,00","6798674,00"
29170,Installation solaire photovoltaïque,"166435,00","6780821,00"
29170,Installation solaire photovoltaïque,"166900,85","6783157,25"
29171,Installation solaire photovoltaïque,"152432,00","6774093,00"
29171,Installation solaire photovoltaïque,"158475,00","6774605,00"
29172,Eolienne,"170079,86","6810976,50"
29172,Eolienne,"170324,72","6810788,00"
29172,Eolienne,"170527,62","6810556,50"
29172,Eolienne,"170700,19","6810311,00"
29172,Eolienne,"170882,97","6810030,00"
29172,Eolienne,"171497,20","6810115,00"
29173,Installation solaire photovoltaïque,"162517,00","6793469,00"
29173,Installation solaire photovoltaïque,"163277,00","6792093,05"
29173,Installation solaire photovoltaïque,"163783,00","6792216,00"
29174,Eolienne,"157340,00","6784409,00"
29174,Installation solaire photovoltaïque,"154161,00","6781356,00"
29174,Installation solaire photovoltaïque,"155150,00","6780610,00"
29174,Installation solaire photovoltaïque,"155846,00","6778314,00"
29174,Installation solaire photovoltaïque,"157109,00","6781156,00"
29174,Installation solaire photovoltaïque,"157708,40","6781193,35"
29174,Installation solaire photovoltaïque,"157847,00","6780612,00"
29174,Installation solaire photovoltaïque,"157847,00","6780812,00"
29174,Installation solaire photovoltaïque,"158563,00","6777628,00"
29174,Installation solaire photovoltaïque,"159620,00","6782599,00"
29174,Installation solaire photovoltaïque,"160626,00","6783852,00"
29174,Installation solaire photovoltaïque,"161299,00","6783825,00"
29175,Chaufferie bois,"194831,00","6817777,00"
29175,Installation solaire photovoltaïque,"195017,00","6818488,00"
29175,Installation solaire photovoltaïque,"195371,00","6823363,00"
29176,Installation solaire photovoltaïque,"162138,45","6805115,40"
29176,Installation solaire photovoltaïque,"164455,00","6802996,00"
29176,Installation solaire photovoltaïque,"164455,00","6803196,00"
29176,Unité de méthanisation,"164261,30","6805819,25"
29177,Eolienne,"127671,76","6842838,31"
29177,Eolienne,"127691,85","6842701,06"
29177,Eolienne,"127714,13","6842562,60"
29177,Eolienne,"127735,91","6842426,37"
29177,Eolienne,"127756,32","6842288,15"
29177,Eolienne,"127770,00","6842117,00"
29177,Eolienne,"127851,00","6841966,00"
29177,Eolienne,"127998,00","6841876,00"
29177,Eolienne,"128191,00","6841810,00"
29177,Installation solaire photovoltaïque,"127423,00","6841601,00"
29177,Installation solaire photovoltaïque,"128706,00","6842305,00"
29177,Installation solaire photovoltaïque,"130331,00","6843310,00"
29177,Unité de méthanisation,"134339,56","6842636,88"
29178,Eolienne,"136154,62","6850863,50"
29178,Eolienne,"136189,08","6851192,50"
29178,Eolienne,"136531,33","6850121,50"
29178,Eolienne,"136574,14","6850836,50"
29178,Eolienne,"136829,23","6850555,00"
29178,Eolienne,"136851,62","6849991,00"
29178,Installation solaire photovoltaïque,"134009,00","6853316,00"
29178,Installation solaire photovoltaïque,"134783,25","6854136,35"
29178,Installation solaire photovoltaïque,"136932,00","6851134,00"
29178,Unité de méthanisation,"135838,29","6851779,38"
29179,Chaufferie bois,"161146,00","6849532,00"
29179,Chaufferie bois,"161496,00","6845756,00"
29179,Installation fossile,"161967,61","6846023,31"
29179,Installation solaire photovoltaïque,"157754,00","6849681,00"
29179,Installation solaire photovoltaïque,"159775,00","6852411,00"
29179,Installation solaire photovoltaïque,"160534,00","6851164,00"
29179,Installation solaire photovoltaïque,"161145,95","6849332,05"
29179,Installation solaire photovoltaïque,"161533,00","6846658,00"
29179,Installation solaire photovoltaïque,"161777,00","6845609,00"
29179,Installation solaire photovoltaïque,"163010,00","6848915,00"
29179,Unité de méthanisation,"163482,84","6850873,15"
29180,Installation solaire photovoltaïque,"174336,00","6844379,00"
29180,Installation solaire photovoltaïque,"175614,00","6839144,00"
29180,Unité de méthanisation,"173327,15","6843801,31"
29181,Installation fossile,"164737,75","6844953,85"
29181,Installation solaire photovoltaïque,"162660,00","6843306,00"
29181,Installation solaire photovoltaïque,"163139,00","6845428,00"
29181,Installation solaire photovoltaïque,"163325,00","6845388,00"
29181,Installation solaire photovoltaïque,"164664,00","6843459,00"
29181,Installation solaire photovoltaïque,"164713,85","6844953,85"
29181,Installation solaire photovoltaïque,"167162,00","6844214,00"
29181,Installation solaire photovoltaïque,"167275,00","6843516,00"
29182,Chaufferie bois,"208997,00","6857309,00"
29182,Installation solaire photovoltaïque,"207740,00","6854329,00"
29182,Installation solaire photovoltaïque,"207789,00","6854941,00"
29182,Installation solaire photovoltaïque,"208098,00","6857471,00"
29182,Installation solaire photovoltaïque,"209588,00","6858362,00"
29182,Unité de méthanisation,"208098,22","6857371,12"
29183,Eolienne,"212519,00","6847913,00"
29183,Eolienne,"212668,00","6847841,00"
29183,Installation solaire photovoltaïque,"211476,00","6849532,00"
29184,Chaufferie bois,"186473,00","6860836,00"
29184,Installation fossile,"182685,79","6860505,92"
29184,Installation fossile,"185441,97","6857938,71"
29184,Installation fossile,"186869,12","6860548,34"
29184,Installation solaire photovoltaïque,"183718,00","6861065,00"
29184,Installation solaire photovoltaïque,"185784,00","6859599,00"
29185,Chaufferie bois,"172798,00","6866090,00"
29185,Installation fossile,"172929,28","6865681,05"
29185,Installation fossile,"172947,56","6865798,60"
29185,Installation fossile,"173753,60","6863835,11"
29185,Installation solaire photovoltaïque,"171275,00","6866498,00"
29185,Installation solaire photovoltaïque,"171485,00","6864579,00"
29185,Installation solaire photovoltaïque,"171485,00","6864779,00"
29185,Installation solaire photovoltaïque,"173698,00","6862946,00"
29186,Installation solaire photovoltaïque,"197899,00","6860068,00"
29186,Installation solaire photovoltaïque,"201725,00","6858063,00"
29187,Installation solaire photovoltaïque,"173116,00","6851304,00"
29187,Unité de méthanisation,"173115,83","6851204,08"
29188,Installation solaire photovoltaïque,"196774,00","6863202,00"
29188,Installation solaire photovoltaïque,"199494,00","6864597,00"
29188,Installation solaire photovoltaïque,"200931,00","6864716,00"
29188,Installation solaire photovoltaïque,"201447,00","6863307,00"
29189,Chaufferie bois,"153053,40","6832470,00"
29189,Chaufferie bois,"153140,00","6832420,00"
